ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-21,62298.491352778496,53682.01337520172,70733.0079647093,62298.491352778496,62298.491352778496,-409.9940560156211,-409.9940560156211,-409.9940560156211,-409.9940560156211,-409.9940560156211,-409.9940560156211,0.0,0.0,0.0,61888.49729676287
2024-01-22,62298.02705024331,53404.958846014546,70144.58086994538,62298.02705024331,62298.02705024331,-470.1298539397122,-470.1298539397122,-470.1298539397122,-470.1298539397122,-470.1298539397122,-470.1298539397122,0.0,0.0,0.0,61827.8971963036
2024-01-23,62297.56274770814,53158.48032541577,70469.47372138916,62297.56274770814,62297.56274770814,-732.4226955518873,-732.4226955518873,-732.4226955518873,-732.4226955518873,-732.4226955518873,-732.4226955518873,0.0,0.0,0.0,61565.140052156254
2024-01-24,62297.09844517296,54556.86547671011,71648.62687386003,62297.09844517296,62297.09844517296,1029.5573923461807,1029.5573923461807,1029.5573923461807,1029.5573923461807,1029.5573923461807,1029.5573923461807,0.0,0.0,0.0,63326.65583751914
2024-01-25,62296.62717842107,54280.24505341174,71059.24883373681,62296.62717842107,62296.62717842107,481.19196179024306,481.19196179024306,481.19196179024306,481.19196179024306,481.19196179024306,481.19196179024306,0.0,0.0,0.0,62777.819140211315
2024-01-26,62296.15591166918,53007.32394844816,70528.25167770966,62296.15591166918,62296.15591166918,-484.2725411956635,-484.2725411956635,-484.2725411956635,-484.2725411956635,-484.2725411956635,-484.2725411956635,0.0,0.0,0.0,61811.883370473515
2024-01-27,62295.68464491729,54576.765368836066,71397.91894680841,62295.68464491729,62295.68464491729,586.0697925593512,586.0697925593512,586.0697925593512,586.0697925593512,586.0697925593512,586.0697925593512,0.0,0.0,0.0,62881.75443747664
2024-01-28,62295.2133781654,53056.70139537181,70720.3484243668,62295.2133781654,62295.2133781654,-409.9940560158536,-409.9940560158536,-409.9940560158536,-409.9940560158536,-409.9940560158536,-409.9940560158536,0.0,0.0,0.0,61885.21932214955
2024-01-29,62294.74211141351,52833.98941986359,71129.473265665,62294.74211141351,62294.74211141351,-470.1298539382905,-470.1298539382905,-470.1298539382905,-470.1298539382905,-470.1298539382905,-470.1298539382905,0.0,0.0,0.0,61824.612257475215
2024-01-30,62294.27084466162,52746.137913075014,69557.67724703629,62294.27084466162,62294.27084466162,-732.4226955526174,-732.4226955526174,-732.4226955526174,-732.4226955526174,-732.4226955526174,-732.4226955526174,0.0,0.0,0.0,61561.848149109006
2024-01-31,62293.79957790973,55117.91167381305,72075.35081281858,62293.79957790973,62293.79957790973,1029.5573923458799,1029.5573923458799,1029.5573923458799,1029.5573923458799,1029.5573923458799,1029.5573923458799,0.0,0.0,0.0,63323.35697025561
2024-02-01,62293.32831115784,53939.73464933328,71084.55964337151,62293.32831115784,62293.32831115784,481.1919618012424,481.1919618012424,481.1919618012424,481.1919618012424,481.1919618012424,481.1919618012424,0.0,0.0,0.0,62774.52027295908
2024-02-02,62292.85704440595,52634.585769186204,70455.98591483044,62292.85704440595,62292.85704440595,-484.2725411963697,-484.2725411963697,-484.2725411963697,-484.2725411963697,-484.2725411963697,-484.2725411963697,0.0,0.0,0.0,61808.58450320958
2024-02-03,62292.38577765406,54709.457265028585,71577.80597209877,62292.38577765406,62292.38577765406,586.0697925582338,586.0697925582338,586.0697925582338,586.0697925582338,586.0697925582338,586.0697925582338,0.0,0.0,0.0,62878.455570212296
2024-02-04,62291.91451090217,53349.581174155974,70580.9964717326,62291.91451090217,62291.91451090217,-409.99405601297735,-409.99405601297735,-409.99405601297735,-409.99405601297735,-409.99405601297735,-409.99405601297735,0.0,0.0,0.0,61881.920454889194
2024-02-05,62291.44324415027,53696.52298898003,70100.57791123564,62291.44324415027,62291.44324415027,-470.1298539379237,-470.1298539379237,-470.1298539379237,-470.1298539379237,-470.1298539379237,-470.1298539379237,0.0,0.0,0.0,61821.31339021235
2024-02-06,62290.97197739838,53248.55226951646,69393.618493946,62290.97197739838,62290.97197739838,-732.4226955510823,-732.4226955510823,-732.4226955510823,-732.4226955510823,-732.4226955510823,-732.4226955510823,0.0,0.0,0.0,61558.5492818473
2024-02-07,62290.5007106465,54299.72017379372,72503.08268948158,62290.5007106465,62290.5007106465,1029.5573923455788,1029.5573923455788,1029.5573923455788,1029.5573923455788,1029.5573923455788,1029.5573923455788,0.0,0.0,0.0,63320.05810299208
2024-02-08,62290.02944389461,54265.69602221985,71144.02421606188,62290.02944389461,62290.02944389461,481.19196179786013,481.19196179786013,481.19196179786013,481.19196179786013,481.19196179786013,481.19196179786013,0.0,0.0,0.0,62771.22140569247
2024-02-09,62289.55817714272,53171.66980942847,70793.26711692767,62289.55817714272,62289.55817714272,-484.2725411969052,-484.2725411969052,-484.2725411969052,-484.2725411969052,-484.2725411969052,-484.2725411969052,0.0,0.0,0.0,61805.28563594581
2024-02-10,62289.086910390826,54441.41063289896,71248.36010490269,62289.086910390826,62289.086910390826,586.0697925571163,586.0697925571163,586.0697925571163,586.0697925571163,586.0697925571163,586.0697925571163,0.0,0.0,0.0,62875.15670294794
2024-02-11,62288.615643638936,53207.601025632306,70899.81480876156,62288.615643638936,62288.615643638936,-409.99405601377174,-409.99405601377174,-409.99405601377174,-409.99405601377174,-409.99405601377174,-409.99405601377174,0.0,0.0,0.0,61878.621587625166
2024-02-12,62288.144376887045,52450.342164965215,70002.88848252059,62288.144376887045,62288.144376887045,-470.1298539394472,-470.1298539394472,-470.1298539394472,-470.1298539394472,-470.1298539394472,-470.1298539394472,0.0,0.0,0.0,61818.0145229476
2024-02-13,62287.673110135154,52881.49273428567,69867.44483360245,62287.673110135154,62287.673110135154,-732.4226955495471,-732.4226955495471,-732.4226955495471,-732.4226955495471,-732.4226955495471,-732.4226955495471,0.0,0.0,0.0,61555.25041458561
2024-02-14,62287.20184338326,54790.704607837964,71634.52678261115,62287.20184338326,62287.20184338326,1029.5573923484144,1029.5573923484144,1029.5573923484144,1029.5573923484144,1029.5573923484144,1029.5573923484144,0.0,0.0,0.0,63316.759235731675
2024-02-15,62286.73057663138,54229.04853471553,71675.45657151382,62286.73057663138,62286.73057663138,481.19196179786445,481.19196179786445,481.19196179786445,481.19196179786445,481.19196179786445,481.19196179786445,0.0,0.0,0.0,62767.922538429244
2024-02-16,62286.25930987949,53486.59781583267,70375.64280429261,62286.25930987949,62286.25930987949,-484.27254119464544,-484.27254119464544,-484.27254119464544,-484.27254119464544,-484.27254119464544,-484.27254119464544,0.0,0.0,0.0,61801.986768684845
2024-02-17,62285.7880431276,53917.92090690222,71628.91328682027,62285.7880431276,62285.7880431276,586.0697925579568,586.0697925579568,586.0697925579568,586.0697925579568,586.0697925579568,586.0697925579568,0.0,0.0,0.0,62871.85783568556
2024-02-18,62285.31675900835,53137.97913731633,70544.52620047845,62285.31675900835,62285.31675900835,-409.99405601456624,-409.99405601456624,-409.99405601456624,-409.99405601456624,-409.99405601456624,-409.99405601456624,0.0,0.0,0.0,61875.32270299378
2024-02-19,62284.845474889094,53057.26182922822,70773.54233114477,62284.845474889094,62284.845474889094,-470.1298539390802,-470.1298539390802,-470.1298539390802,-470.1298539390802,-470.1298539390802,-470.1298539390802,0.0,0.0,0.0,61814.71562095002
2024-02-20,62284.37419076985,53096.4444121274,70633.2068307012,62284.37419076985,62284.37419076985,-732.4226955536265,-732.4226955536265,-732.4226955536265,-732.4226955536265,-732.4226955536265,-732.4226955536265,0.0,0.0,0.0,61551.95149521622
2024-02-21,62283.9029066506,55079.78515953179,71315.48385390612,62283.9029066506,62283.9029066506,1029.5573923512495,1029.5573923512495,1029.5573923512495,1029.5573923512495,1029.5573923512495,1029.5573923512495,0.0,0.0,0.0,63313.46029900185
2024-02-22,62283.43162253135,54184.639179924656,71278.67154087564,62283.43162253135,62283.43162253135,481.19196179448227,481.19196179448227,481.19196179448227,481.19196179448227,481.19196179448227,481.19196179448227,0.0,0.0,0.0,62764.62358432583
2024-02-23,62282.9603384121,53311.36553050856,71095.70532651308,62282.9603384121,62282.9603384121,-484.27254119831747,-484.27254119831747,-484.27254119831747,-484.27254119831747,-484.27254119831747,-484.27254119831747,0.0,0.0,0.0,61798.68779721378
2024-02-24,62282.48905429285,53945.252469389976,71693.92910402747,62282.48905429285,62282.48905429285,586.0697925587972,586.0697925587972,586.0697925587972,586.0697925587972,586.0697925587972,586.0697925587972,0.0,0.0,0.0,62868.55884685164
2024-02-25,62282.017770173596,52895.43415927069,71045.50537281844,62282.017770173596,62282.017770173596,-409.99405601169,-409.99405601169,-409.99405601169,-409.99405601169,-409.99405601169,-409.99405601169,0.0,0.0,0.0,61872.02371416191
2024-02-26,62281.54648605434,52904.10839631988,70798.88970056595,62281.54648605434,62281.54648605434,-470.12985393965846,-470.12985393965846,-470.12985393965846,-470.12985393965846,-470.12985393965846,-470.12985393965846,0.0,0.0,0.0,61811.416632114684
2024-02-27,62281.07520193509,52434.26826108019,70230.90700189845,62281.07520193509,62281.07520193509,-732.4226955543566,-732.4226955543566,-732.4226955543566,-732.4226955543566,-732.4226955543566,-732.4226955543566,0.0,0.0,0.0,61548.652506380735
2024-02-28,62280.60391781584,54920.23888880249,71939.78588854069,62280.60391781584,62280.60391781584,1029.5573923455377,1029.5573923455377,1029.5573923455377,1029.5573923455377,1029.5573923455377,1029.5573923455377,0.0,0.0,0.0,63310.16131016138
2024-02-29,62280.13263369659,54319.78850024789,71027.46599918068,62280.13263369659,62280.13263369659,481.1919617944866,481.1919617944866,481.1919617944866,481.1919617944866,481.1919617944866,481.1919617944866,0.0,0.0,0.0,62761.324595491074
2024-03-01,62279.661349577334,53418.010128144255,70936.31532914001,62279.661349577334,62279.661349577334,-484.2725411960577,-484.2725411960577,-484.2725411960577,-484.2725411960577,-484.2725411960577,-484.2725411960577,0.0,0.0,0.0,61795.38880838128
2024-03-02,62279.1900654581,54056.89061296066,71046.00059974146,62279.1900654581,62279.1900654581,586.0697925574636,586.0697925574636,586.0697925574636,586.0697925574636,586.0697925574636,586.0697925574636,0.0,0.0,0.0,62865.25985801556
2024-03-03,62278.718781338845,53660.32607497567,70710.98182981384,62278.718781338845,62278.718781338845,-409.9940560124843,-409.9940560124843,-409.9940560124843,-409.9940560124843,-409.9940560124843,-409.9940560124843,0.0,0.0,0.0,61868.72472532636
2024-03-04,62278.24749721959,53550.592888621504,70625.95026441732,62278.24749721959,62278.24749721959,-470.1298539392916,-470.1298539392916,-470.1298539392916,-470.1298539392916,-470.1298539392916,-470.1298539392916,0.0,0.0,0.0,61808.117643280304
2024-03-05,62277.77621310034,52482.4455439503,70020.318868144,62277.77621310034,62277.77621310034,-732.4226955505563,-732.4226955505563,-732.4226955505563,-732.4226955505563,-732.4226955505563,-732.4226955505563,0.0,0.0,0.0,61545.35351754978
2024-03-06,62277.30492898109,54786.742878070785,72464.19136628583,62277.30492898109,62277.30492898109,1029.5573923421002,1029.5573923421002,1029.5573923421002,1029.5573923421002,1029.5573923421002,1029.5573923421002,0.0,0.0,0.0,63306.86232132319
2024-03-07,62276.833644861836,54194.799737783884,71365.00293660472,62276.833644861836,62276.833644861836,481.19196179871284,481.19196179871284,481.19196179871284,481.19196179871284,481.19196179871284,481.19196179871284,0.0,0.0,0.0,62758.02560666055
2024-03-08,62276.36236074259,53555.18389697807,70664.55831061039,62276.36236074259,62276.36236074259,-484.2725411967639,-484.2725411967639,-484.2725411967639,-484.2725411967639,-484.2725411967639,-484.2725411967639,0.0,0.0,0.0,61792.08981954583
2024-03-09,62275.89107662334,54701.049952897665,71445.07268238295,62275.89107662334,62275.89107662334,586.0697925563462,586.0697925563462,586.0697925563462,586.0697925563462,586.0697925563462,586.0697925563462,0.0,0.0,0.0,62861.96086917968
2024-03-10,62275.419792504086,53123.074973261406,70725.64160811168,62275.419792504086,62275.419792504086,-409.9940560127169,-409.9940560127169,-409.9940560127169,-409.9940560127169,-409.9940560127169,-409.9940560127169,0.0,0.0,0.0,61865.42573649137
2024-03-11,62274.948508384834,53534.403370016546,70744.79894564617,62274.948508384834,62274.948508384834,-470.12985393987,-470.12985393987,-470.12985393987,-470.12985393987,-470.12985393987,-470.12985393987,0.0,0.0,0.0,61804.81865444496
2024-03-12,62274.47721994553,53271.112135865136,70181.91771104309,62274.47721994553,62274.47721994553,-732.4226955512866,-732.4226955512866,-732.4226955512866,-732.4226955512866,-732.4226955512866,-732.4226955512866,0.0,0.0,0.0,61542.05452439425
2024-03-13,62274.005931506246,54406.180110476605,71824.682668008,62274.005931506246,62274.005931506246,1029.5573923449356,1029.5573923449356,1029.5573923449356,1029.5573923449356,1029.5573923449356,1029.5573923449356,0.0,0.0,0.0,63303.56332385118
2024-03-14,62273.53464306696,54320.29431546575,71783.73368978755,62273.53464306696,62273.53464306696,481.19196179871716,481.19196179871716,481.19196179871716,481.19196179871716,481.19196179871716,481.19196179871716,0.0,0.0,0.0,62754.726604865675
2024-03-15,62273.06335462766,53696.57338784476,70159.60460635668,62273.06335462766,62273.06335462766,-484.272541194504,-484.272541194504,-484.272541194504,-484.272541194504,-484.272541194504,-484.272541194504,0.0,0.0,0.0,61788.79081343315
2024-03-16,62272.59206618837,54274.26542934499,71444.22182581137,62272.59206618837,62272.59206618837,586.0697925591445,586.0697925591445,586.0697925591445,586.0697925591445,586.0697925591445,586.0697925591445,0.0,0.0,0.0,62858.66185874752
2024-03-17,62272.12077774908,53096.793424292395,70951.46934532568,62272.12077774908,62272.12077774908,-409.9940560140733,-409.9940560140733,-409.9940560140733,-409.9940560140733,-409.9940560140733,-409.9940560140733,0.0,0.0,0.0,61862.126721735
2024-03-18,62271.64948930979,52484.70755787344,70466.46323603787,62271.64948930979,62271.64948930979,-470.12985393844826,-470.12985393844826,-470.12985393844826,-470.12985393844826,-470.12985393844826,-470.12985393844826,0.0,0.0,0.0,61801.51963537134
2024-03-19,62271.17820087049,52962.52864946612,70125.35720430977,62271.17820087049,62271.17820087049,-732.4226955497514,-732.4226955497514,-732.4226955497514,-732.4226955497514,-732.4226955497514,-732.4226955497514,0.0,0.0,0.0,61538.75550532074
2024-03-20,62270.706912431204,54805.729832043835,72251.78071978522,62270.706912431204,62270.706912431204,1029.5573923477712,1029.5573923477712,1029.5573923477712,1029.5573923477712,1029.5573923477712,1029.5573923477712,0.0,0.0,0.0,63300.264304778975
2024-03-21,62270.23562399192,54116.95279749275,71475.09452976577,62270.23562399192,62270.23562399192,481.191961795335,481.191961795335,481.191961795335,481.191961795335,481.191961795335,481.191961795335,0.0,0.0,0.0,62751.42758578725
2024-03-22,62269.76433555262,53374.94185946989,70252.27199647944,62269.76433555262,62269.76433555262,-484.2725411952102,-484.2725411952102,-484.2725411952102,-484.2725411952102,-484.2725411952102,-484.2725411952102,0.0,0.0,0.0,61785.49179435741
2024-03-23,62269.29304711333,54206.40822911169,71238.6370274286,62269.29304711333,62269.29304711333,586.069792555853,586.069792555853,586.069792555853,586.069792555853,586.069792555853,586.069792555853,0.0,0.0,0.0,62855.362839669186
2024-03-24,62268.821758674036,53198.73964717124,71239.32569645149,62268.821758674036,62268.821758674036,-409.99405601430567,-409.99405601430567,-409.99405601430567,-409.99405601430567,-409.99405601430567,-409.99405601430567,0.0,0.0,0.0,61858.82770265973
2024-03-25,62268.35047023475,52600.67663867789,70254.31925788306,62268.35047023475,62268.35047023475,-470.12985393902653,-470.12985393902653,-470.12985393902653,-470.12985393902653,-470.12985393902653,-470.12985393902653,0.0,0.0,0.0,61798.22061629572
2024-03-26,62267.87918179546,52923.189365634506,70141.31964695123,62267.87918179546,62267.87918179546,-732.4226955504814,-732.4226955504814,-732.4226955504814,-732.4226955504814,-732.4226955504814,-732.4226955504814,0.0,0.0,0.0,61535.456486244984
2024-03-27,62267.40789335616,54566.45255427584,71913.91917756635,62267.40789335616,62267.40789335616,1029.55739234747,1029.55739234747,1029.55739234747,1029.55739234747,1029.55739234747,1029.55739234747,0.0,0.0,0.0,63296.965285703634
2024-03-28,62266.936604916875,54105.923214825925,71709.46733596911,62266.936604916875,62266.936604916875,481.1919617987258,481.1919617987258,481.1919617987258,481.1919617987258,481.1919617987258,481.1919617987258,0.0,0.0,0.0,62748.1285667156
2024-03-29,62266.46531647758,52986.68594664036,70457.13646871746,62266.46531647758,62266.46531647758,-484.2725411957457,-484.2725411957457,-484.2725411957457,-484.2725411957457,-484.2725411957457,-484.2725411957457,0.0,0.0,0.0,61782.19277528184
2024-03-30,62265.99402803829,54643.1599462496,71554.64732534769,62265.99402803829,62265.99402803829,586.0697925586513,586.0697925586513,586.0697925586513,586.0697925586513,586.0697925586513,586.0697925586513,0.0,0.0,0.0,62852.06382059694
2024-03-31,62265.52273959899,53400.49222132537,71102.99844639562,62265.52273959899,62265.52273959899,-409.99405601453805,-409.99405601453805,-409.99405601453805,-409.99405601453805,-409.99405601453805,-409.99405601453805,0.0,0.0,0.0,61855.52868358445
2024-04-01,62265.05145115971,53522.51999433652,70803.74590068532,62265.05145115971,62265.05145115971,-470.12985393865966,-470.12985393865966,-470.12985393865966,-470.12985393865966,-470.12985393865966,-470.12985393865966,0.0,0.0,0.0,61794.921597221044
2024-04-02,62264.58016272042,52481.72734456227,69920.40383716984,62264.58016272042,62264.58016272042,-732.4226955522957,-732.4226955522957,-732.4226955522957,-732.4226955522957,-732.4226955522957,-732.4226955522957,0.0,0.0,0.0,61532.15746716812
2024-04-03,62264.108874281126,54482.03550458093,71903.10900262599,62264.108874281126,62264.108874281126,1029.557392348031,1029.557392348031,1029.557392348031,1029.557392348031,1029.557392348031,1029.557392348031,0.0,0.0,0.0,63293.66626662916
2024-04-04,62263.63758627649,53966.12624528513,71342.19649150716,62263.63758627649,62263.63758627649,481.19196179534345,481.19196179534345,481.19196179534345,481.19196179534345,481.19196179534345,481.19196179534345,0.0,0.0,0.0,62744.82954807184
2024-04-05,62263.16629827187,53199.90610813634,70195.61417324464,62263.16629827187,62263.16629827187,-484.2725411964518,-484.2725411964518,-484.2725411964518,-484.2725411964518,-484.2725411964518,-484.2725411964518,0.0,0.0,0.0,61778.89375707542
2024-04-06,62262.695010267234,54084.316863091495,71476.70703202845,62262.695010267234,62262.695010267234,586.069792557534,586.069792557534,586.069792557534,586.069792557534,586.069792557534,586.069792557534,0.0,0.0,0.0,62848.76480282477
2024-04-07,62262.22372226261,53599.11279332705,70616.65683204931,62262.22372226261,62262.22372226261,-409.9940560153325,-409.9940560153325,-409.9940560153325,-409.9940560153325,-409.9940560153325,-409.9940560153325,0.0,0.0,0.0,61852.22966624728
2024-04-08,62261.75243425798,53371.32429383495,70520.03123835126,62261.75243425798,62261.75243425798,-470.12985394018307,-470.12985394018307,-470.12985394018307,-470.12985394018307,-470.12985394018307,-470.12985394018307,0.0,0.0,0.0,61791.622580317795
2024-04-09,62261.28114625335,53763.81638571088,70837.13875037486,62261.28114625335,62261.28114625335,-732.4226955507607,-732.4226955507607,-732.4226955507607,-732.4226955507607,-732.4226955507607,-732.4226955507607,0.0,0.0,0.0,61528.85845070259
2024-04-10,62260.809858248715,55061.093383210995,72228.40716138715,62260.809858248715,62260.809858248715,1029.5573923445936,1029.5573923445936,1029.5573923445936,1029.5573923445936,1029.5573923445936,1029.5573923445936,0.0,0.0,0.0,63290.36725059331
2024-04-11,62260.338570244094,53783.11581245971,70522.50460361275,62260.338570244094,62260.338570244094,481.19196179196126,481.19196179196126,481.19196179196126,481.19196179196126,481.19196179196126,481.19196179196126,0.0,0.0,0.0,62741.53053203606
2024-04-12,62259.86728223946,53766.28792914374,70609.33168399878,62259.86728223946,62259.86728223946,-484.2725411971579,-484.2725411971579,-484.2725411971579,-484.2725411971579,-484.2725411971579,-484.2725411971579,0.0,0.0,0.0,61775.5947410423
2024-04-13,62259.39599423483,55136.22358840779,71593.62214743167,62259.39599423483,62259.39599423483,586.0697925583744,586.0697925583744,586.0697925583744,586.0697925583744,586.0697925583744,586.0697925583744,0.0,0.0,0.0,62845.465786793204
2024-04-14,62258.9247062302,53090.99395167838,70557.55502046776,62258.9247062302,62258.9247062302,-409.99405601189426,-409.99405601189426,-409.99405601189426,-409.99405601189426,-409.99405601189426,-409.99405601189426,0.0,0.0,0.0,61848.93065021831
2024-04-15,62258.453418225574,53136.235101433165,70663.99962932704,62258.453418225574,62258.453418225574,-470.1298539398163,-470.1298539398163,-470.1298539398163,-470.1298539398163,-470.1298539398163,-470.1298539398163,0.0,0.0,0.0,61788.323564285754
2024-04-16,62257.98213022094,52887.91229070618,69715.49444055915,62257.98213022094,62257.98213022094,-732.4226955492258,-732.4226955492258,-732.4226955492258,-732.4226955492258,-732.4226955492258,-732.4226955492258,0.0,0.0,0.0,61525.55943467171
2024-04-17,62257.51084221632,55026.23331507411,72208.12009641086,62257.51084221632,62257.51084221632,1029.557392347429,1029.557392347429,1029.557392347429,1029.557392347429,1029.557392347429,1029.557392347429,0.0,0.0,0.0,63287.06823456375
2024-04-18,62257.03955421169,54051.78278945797,71397.69645796827,62257.03955421169,62257.03955421169,481.1919617919656,481.1919617919656,481.1919617919656,481.1919617919656,481.1919617919656,481.1919617919656,0.0,0.0,0.0,62738.23151600365
2024-04-19,62256.568266207054,53148.321569350206,70901.31734703621,62256.568266207054,62256.568266207054,-484.27254119769356,-484.27254119769356,-484.27254119769356,-484.27254119769356,-484.27254119769356,-484.27254119769356,0.0,0.0,0.0,61772.29572500936
2024-04-20,62256.09697820243,53721.528846262016,71598.84436745716,62256.09697820243,62256.09697820243,586.0697925592148,586.0697925592148,586.0697925592148,586.0697925592148,586.0697925592148,586.0697925592148,0.0,0.0,0.0,62842.16677076165
2024-04-21,62255.6256901978,53044.97166196047,70226.08010279405,62255.6256901978,62255.6256901978,-409.99405601325077,-409.99405601325077,-409.99405601325077,-409.99405601325077,-409.99405601325077,-409.99405601325077,0.0,0.0,0.0,61845.631634184545
2024-04-22,62255.15440219317,52534.11508611557,70719.59822820644,62255.15440219317,62255.15440219317,-470.1298539394495,-470.1298539394495,-470.1298539394495,-470.1298539394495,-470.1298539394495,-470.1298539394495,0.0,0.0,0.0,61785.02454825372
2024-04-23,62254.68311418854,53219.94601591359,70524.39229243882,62254.68311418854,62254.68311418854,-732.4226955499556,-732.4226955499556,-732.4226955499556,-732.4226955499556,-732.4226955499556,-732.4226955499556,0.0,0.0,0.0,61522.26041863859
2024-04-24,62254.21182618391,54670.42753077388,71893.23541414962,62254.21182618391,62254.21182618391,1029.5573923471281,1029.5573923471281,1029.5573923471281,1029.5573923471281,1029.5573923471281,1029.5573923471281,0.0,0.0,0.0,63283.769218531044
2024-04-25,62253.74053817928,54664.82186122541,71545.03142829244,62253.74053817928,62253.74053817928,481.1919617928055,481.1919617928055,481.1919617928055,481.1919617928055,481.1919617928055,481.1919617928055,0.0,0.0,0.0,62734.932499972085
